Name,Club,Position,Overall,Predicted Overall
21Â S. Khedira,Hertha BSC,CDM,81,80.89983506702434
21Â Taison,Shakhtar Donetsk,LW,81,81.10019053925362
J. Sambia,Montpellier HÃ©rault SC,RWB,75,75.06915605848859
M. PaÅ¡aliÄ,Atalanta,CM,78,78.10013699196014
A. Zambo Anguissa,Napoli,CDM,76,76.84026139682666
C. Ansaldi,Torino F.C.,LWB,78,77.55011072298942
M. Rybus,FC Lokomotiv Moscow,LB,75,74.94795664530136
L. Montes,Club LeÃ³n,CM,77,76.9038579447308
JoÃ£o MÃ¡rio,SL Benfica,CM,80,79.50784721551038
A. GonzÃ¡lez,CF Monterrey ,CAM,73,73.09982762817215
O. YokuÅlu,RC Celta de Vigo,CDM,76,76.56118934818097
A. KramariÄ,TSG Hoffenheim,CF,83,83.1000631343654
Bruno GuimarÃ£es,Olympique Lyonnais,CM,79,78.93973654362452
H. Hateboer,Atalanta,RWB,81,80.94036614068811
F. MidtsjÃ¸,AZ Alkmaar,CM,78,78.1002624059378
A. Cresswell,West Ham United,LB,79,79.0131354395594
N. Zaniolo,Roma,CAM,78,77.88675556977283
19Â D. Glushakov,Spartak Moskva,CM,74,74.50042375815202
J. IliÄiÄ,Atalanta,CAM,84,83.90005967928568
J. dos Santos,LA Galaxy,CM,76,75.89970110337809
Ayoze PÃ©rez,Leicester City,RW,78,77.69438819064663
16Â Mikel Arteta,Arsenal,CM,78,77.91056285654099
De Marcos,Athletic Club de Bilbao,RB,77,77.59685131160889
A. Candreva,U.C. Sampdoria,RW,79,78.79842508211398
Petros,Al Nassr,CDM,77,77.49424336264109
Oyarzabal,Real Sociedad,LW,85,84.0849529649834
R. BorrÃ©,Eintracht Frankfurt,CF,78,78.10485834188646
15Â M. Jansen,Hamburger SV,LB,76,76.10032291171444
A. Haidara,RB Leipzig,CM,78,78.11597692444793
S. Zuber,AEK Athens,LW,75,74.87700135075848
A. Delort,OGC Nice,CF,81,80.8995905142586
D. Ings,Aston Villa,CF,81,81.2472114446862
G. SigurÃ°sson,Everton,CAM,79,78.89986273282388
E. Hazard,Real Madrid CF,LW,85,87.039142688153
21Â W. Rooney,Derby County,CAM,76,75.92561723706578
S. Amallah,Standard de LiÃ¨ge,CAM,73,74.01971119789741
J. Vertonghen,SL Benfica,CB,81,81.30310547222513
R. Christie,AFC Bournemouth,CAM,74,74.2816264650241
20Â RÃ´mulo,Brescia,RW,75,75.11344966598435
M. LayÃºn,Club AmÃ©rica,RB,74,74.09997146288369
16Â L. GonzÃ¡lez,River Plate,CM,77,76.90022552377913
E. Pulgar,Fiorentina,CDM,75,75.04817739809106
L. Ferguson,Aberdeen,CM,71,71.09587545002226
M. Ritchie,Newcastle United,LWB,74,74.1001447099912
21Â P. Hetemaj,Benevento,RWB,71,71.10008336306409
21Â O. Onazi,SÃ¸nderjyskE,CDM,74,73.89973793998641
D. SidibÃ©,AS Monaco,RB,78,77.91335475595777
M. Guendouzi,Olympique de Marseille,CM,77,76.50677525587
D. Baselli,Torino F.C.,CAM,76,75.89975448485023
A. Thomasson,RC Strasbourg Alsace,CAM,76,75.91901223199186
Miguel Veloso,Hellas Verona,CM,78,78.1002663984838
M. BenÃ­tez,Defensa y Justicia,LB,73,72.97617446409991
F. Chiesa,Juventus,CAM,83,83.10020849800713
Rodrigo,Leeds United,LW,79,79.5885017772646
C. PavÃ³n,Boca Juniors,RW,78,78.09983616324857
F. Ghoulam,Napoli,LB,77,77.10025108195212
B. Sarr,FC Bayern MÃ¼nchen,RB,75,75.45326017079712
19Â Juanfran,AtlÃ©tico de Madrid,RB,80,79.7111572264803
F. Acheampong,Shenzhen FC,LW,77,76.44335431520683
D. Lezcano,FÃºtbol Club JuÃ¡rez,CF,76,75.77522693977176
E. Zahavi,PSV,CF,80,79.89967530630301
R. Steffen,VfL Wolfsburg,LW,78,77.90015709996099
21Â M. Baldona,AC Milan,CDM,80,79.82271833503083
S. Vrsaljko,AtlÃ©tico de Madrid,RB,80,80.29236517321937
K. Fortounis,Olympiacos CFP,CAM,80,79.44690786607286
R. Zobnin,Spartak Moskva,CDM,77,77.77245223608125
Escudero,Granada CF,LB,78,78.06448459688842
Manu Trigueros,Villarreal CF,CM,79,78.7785060540599
21Â FÃ¡bio CoentrÃ£o,Rio Ave FC,LB,75,75.24776261194953
17Â Xabi Alonso,FC Bayern MÃ¼nchen,CM,82,81.900337117219
20Â J. Mathieu,Sporting CP,CB,81,80.90005701170334
21Â A. Trebel,RSC Anderlecht,CM,74,73.78776740137361
A. Plea,Borussia MÃ¶nchengladbach,CF,79,78.89965514335253
Aleix Vidal,RCD Espanyol de Barcelona,RB,78,78.38763072929754
P. Aubameyang,Arsenal,CF,85,84.65071379366087
19Â Bruno CÃ©sar,Sporting CP,CAM,74,74.11570390220777
Vieirinha,PAOK,RB,73,73.02018522054577
Mario Gaspar,Villarreal CF,RB,79,78.57926202086664
J. Lerma,AFC Bournemouth,CDM,75,74.47718471134354
D. Blanco,Club AtlÃ©tico Independiente,CAM,75,75.66379105043461
A. Lacazette,Arsenal,CF,82,81.93757040160664
D. Sinkgraven,Bayer 04 Leverkusen,CM,75,75.06198799929479
J. Buffarini,SD Huesca,RB,76,75.91828633568218
J. KurtiÄ,PAOK,CM,74,74.0801843588073
Wagner Laranjo,Palmeiras,CDM,77,76.96825237729904
17Â J. Barton,Burnley,CDM,75,74.9002864141138
N. VlaÅ¡iÄ,West Ham United,CAM,80,80.45334270334696
P. Lees-Melou,Norwich City,CM,76,75.94802114592335
J. SÃ¡nchez MiÃ±o,Estudiantes de La Plata,LB,74,74.25981216445714
Fernando,Sevilla FC,CDM,84,84.51709749783916
E. Alioski,Al Ahli,LB,73,72.89994223669966
F. Thauvin,Tigres U.A.N.L.,RW,80,80.13569048173677
R. Faivre,Stade Brestois 29,CAM,76,76.10034102386268
M. Ozdoev,AC Milan,CDM,77,76.3722325163513
B. Saka,Arsenal,LW,80,78.90944602024904
V. Lazaro,SL Benfica,RW,77,76.83914814866114
20Â E. Lavezzi,Hebei FC,CAM,80,80.10013298273627
Y. M'Vila,Olympiacos CFP,CDM,79,79.1001379398113
R. Ripart,ESTAC Troyes,CF,75,74.71291906185218
F. Maouassa,Club Brugge KV,LWB,77,75.49181380208397
D. Zappacosta,Atalanta,RWB,79,78.5564310966666
O. Dorley,SK Slavia Praha,LW,75,75.27574293131282
20Â G. Kanga,AC Sparta Praha,CAM,78,77.8132791105
M. Hummels,Borussia Dortmund,CB,86,85.90022278570763
I. Kahveci,FenerbahÃ§e SK,CAM,75,75.94167014485623
Marlos,Shakhtar Donetsk,CAM,81,80.95265410536014
21Â David Luiz,Arsenal,CB,79,78.89982663454293
Bartra,Real Betis BalompiÃ©,CB,80,80.01560125834413
16Â J. Riise,Aalesunds FK,CDM,72,72.00664315699753
David Silva,Real Sociedad,CAM,85,84.2460447846544
M. Moreno,Atlanta United,CAM,75,76.487359548743
11Â P. Vieira,Manchester City,CDM,76,81.53481304835553
L. Kalvach,FC Viktoria PlzeÅ,CDM,76,76.46420238748416
17Â D. Kuyt,Feyenoord,CF,75,75.09983262610471
P. HroÅ¡ovskÃ½,KRC Genk,CM,74,73.63384468622924
S. Rudy,TSG Hoffenheim,CM,76,76.10018227270685
S. Fofana,Racing Club de Lens,CM,78,78.04066680191616
G. Hamer,Coventry City,CM,73,74.17241447564307
S. Sturaro,Genoa,CB,72,71.99471422439937
Everton AndrÃ£o,Fluminense,CDM,79,77.01011213638692
R. Ortiz,Club Olimpia,CDM,74,73.89982847806212
X. Shaqiri,Olympique Lyonnais,RW,79,78.89997983961318
S. Amrabat,Fiorentina,CM,76,75.61871263257115
Z. IbrahimoviÄ,AC Milan,CF,84,83.89996884278156
S. Bastien,Standard de LiÃ¨ge,RW,73,74.59366072189792
R. Bensebaini,Borussia MÃ¶nchengladbach,CB,79,79.09995193712986
D. Nagbe,Columbus Crew,CAM,74,74.10016634405272
Rochina,Granada CF,CAM,77,77.34103988078205
ReguilÃ³n,Tottenham Hotspur,LB,81,80.89987929317367
F. Navarro,Club LeÃ³n,RB,75,75.10032142698509
N. Amrabat,AEK Athens,RW,76,75.86092703603528
F. Mollet,Montpellier HÃ©rault SC,CAM,77,77.10019444510768
Emerson,Tottenham Hotspur,RB,79,78.03798763391147
S. Sensi,Inter,CM,80,79.01829157348375
IÃ±aki Williams,Athletic Club de Bilbao,CF,81,80.89967146398409
K. Havertz,Chelsea,CAM,84,83.53923856248183
N. Chadli,Ä°stanbul BaÅakÅehir FK,LW,76,76.10014915275845
A. Fulgini,Angers SCO,CAM,78,77.89989784009207
M. Bero,Vitesse,RW,72,73.06869998008216
J. Amavi,Olympique de Marseille,LB,76,76.10015182101658
Elias Fontoira,Internacional,CDM,74,73.35842135294287
RÃºben Ribeiro,AtakaÅ Hatayspor,CAM,72,72.10018642910966
J. Toornstra,Feyenoord,CM,76,75.89990365898888
M. Vecino,Inter,CM,78,78.01084731383892
Dani Olmo,RB Leipzig,CAM,82,82.11286297940036
21Â Danilo,OGC Nice,CDM,72,72.93170955680158
A. Castro-Montes,KAA Gent,CAM,74,73.48352525299109
V. Verre,U.C. Sampdoria,CAM,75,74.71339737464798
21Â Carlos Eduardo,Al Hilal,CF,76,76.06032574946437
R. KruniÄ,AC Milan,CM,75,73.91207139658847
L. Kurzawa,Paris Saint-Germain,LB,76,75.58967784121367
21Â E. Riquero,AC Milan,CDM,79,78.90007569284802
21Â S. TaÃ¯der,Al Ain,CM,74,73.8997257640441
R. Mahrez,Manchester City,RW,86,85.95729076164221
16Â FÃ¡bio Santos,Cruz Azul,LB,72,72.10360981933313
Emilio PiodÃ£o,Bahia,CDM,75,74.63093685077075
J. BoÅil,SK Slavia Praha,LB,76,75.56572040816972
Y. Herrera,RCD Espanyol de Barcelona,CDM,78,77.95146931759523
D. Zakaria,Borussia MÃ¶nchengladbach,CB,80,80.61617119465969
Y. Fofana,AS Monaco,CM,78,77.70907918952214
F. Bustos,Club AtlÃ©tico Independiente,RW,77,76.90019553198015
V. Berisha,Stade de Reims,CAM,74,73.61061127896777
19Â M. DiamÃ©,Newcastle United,CM,75,75.05646011868531
J. Ito,KRC Genk,RW,77,76.8489355703143
Palhinha,Sporting CP,CB,82,81.9000539950884
J. DueÃ±as,Tigres U.A.N.L.,LB,73,73.104530759388
K. Lala,Olympiacos CFP,RB,76,75.90555442272768
K. Acosta,Colorado Rapids,CM,72,73.61253062487653
A. Bouchalakis,Olympiacos CFP,CM,75,74.68904596191265
Rosberto Dourado,Sport Club Corinthians Paulista,CDM,81,77.0488517515844
D. D'Ambrosio,Inter,CB,79,79.34263948044284
S. Berghuis,Ajax,RW,81,81.31496208631287
19Â Y. Brahimi,FC Porto,RW,85,84.89981093044432
D. Kuzyaev,AC Milan,CM,75,75.0116193638913
Gao Late,Guangzhou FC,CF,79,79.09973272829039
M. DÃ­az,Club Libertad,CDM,76,76.24048819927894
G. Laborde,Stade Rennais FC,CF,80,80.20796051795885
K. Malong,Olympiacos CFP,CAM,73,73.85020794715291
M. Lopez,U.S. Sassuolo Calcio,CAM,75,74.18410634455064
S. Coleman,Everton,RB,78,77.99192843816249
21Â R. Rojas,Club Olimpia,CM,71,70.89825953802016
M. Lazzari,Lazio,RWB,81,80.85838160463652
Marco Asensio,Real Madrid CF,CAM,83,83.10033818918001
R. SÃ¡nchez,Club AmÃ©rica,CM,74,74.57446428779124
D. TÃ¼rÃ¼Ã§,Ä°stanbul BaÅakÅehir FK,RW,74,73.52957849345059
J. Brownhill,Burnley,CM,76,76.32188582735535
JÃºnior CaiÃ§ara,Ä°stanbul BaÅakÅehir FK,RB,75,75.27591092917922
ToÃ±o GarcÃ­a,SD Eibar,LB,74,74.64121809223805
O. Pineda,Cruz Azul,RW,77,75.94447451252883
JoÃ£o Pedro,Cagliari,CF,80,80.1001400730037
P. Olayinka,SK Slavia Praha,RW,76,75.90015864177465
Y. YotÃºn,Cruz Azul,CM,72,72.10037897746886
Manuel Fernandes,Yukatel Kayserispor,CAM,73,72.95060171620685
Illarramendi,Real Sociedad,CDM,79,78.91135359790763
A. Taarabt,SL Benfica,CAM,77,77.09985190703283
Unai Vencedor,Athletic Club de Bilbao,CM,75,72.98166909943407
J. Seri,Fulham,CM,74,74.09998531938552
O. Åahiner,Ä°stanbul BaÅakÅehir FK,RW,72,71.80042560973261
N. MaksimoviÄ,Getafe CF,CDM,79,79.4877567335556
L. RodrÃ­guez,Tigres U.A.N.L.,RB,77,77.44943028911167
L. Blas,FC Nantes,CAM,77,77.1469194116347
D. Berardi,U.S. Sassuolo Calcio,RW,82,81.38886962375555
Ãlex Moreno,Real Betis BalompiÃ©,LB,78,77.73899615215572
A. BarÃ¡k,Hellas Verona,CAM,78,78.44501295819279
21Â Guilherme,Olympiacos CFP,CDM,77,76.195676794871
18Â E. PolaÅski,TSG Hoffenheim,CDM,74,73.89963580895528
21Â N. Bentaleb,FC Schalke 04,CAM,74,74.10043916614737
17Â E. Cambiasso,Olympiacos CFP,CDM,77,76.98618227149294
19Â I. Smolnikov,AC Milan,RB,78,77.14471502402463
20Â M. Jensen,Rosenborg BK,RW,73,73.38855055672126
21Â M. MandÅ¾ukiÄ,AC Milan,CF,78,78.5793078433134
21Â M. Zaracho,Racing Club,CAM,76,77.44726253508266
Lucas Leiva,Lazio,CDM,81,81.0788913448497
B. Dejaegere,Toulouse Football Club,RWB,72,72.09982498777437
J. Fuenzalida,Universidad CatÃ³lica,RW,75,75.83507965664478
16Â ZÃ© Roberto,Palmeiras,CAM,74,73.89984313632878
D. MachÃ­s,Granada CF,LW,81,80.34799482424215
L. MilivojeviÄ,Crystal Palace,CDM,76,75.89981631657918
L. Dubois,Olympique Lyonnais,RB,78,77.84884875698208
J. GuÃ°mundsson,Burnley,RW,75,74.8998840691644
20Â N. Cardozo,Defensa y Justicia,CM,74,73.99462058544295
Roque Mesa,Real Valladolid CF,CM,76,75.89976804175954
J. Bryan,Fulham,LB,74,72.31362534780118
M. FrÃ½dek,FC Luzern,LB,74,73.3616356237061
20Â D. Basta,Lazio,RB,76,76.14345358091208
M. Debuchy,Valenciennes FC,RB,75,74.84269249896636
F. Fajr,Demir Grup Sivasspor,CM,76,76.00659814386643
S. UÃ§an,BeÅiktaÅ JK,CM,75,74.89962571677212
A. IoniÈÄ,Benevento,CDM,72,71.99900614409644
Danilo Pereira,Paris Saint-Germain,CDM,81,81.01297050551435
Ãlex FernÃ¡ndez,CÃ¡diz CF,CM,75,75.09429152773994
P. GroÃ,Brighton & Hove Albion,CM,76,76.10016038684418
Enzo Chissano,Palmeiras,LB,77,75.61811411613155
B. Acosta,FC Dallas,CM,71,70.8608026437038
M. Kudus,Ajax,CAM,77,75.48068864963459
21Â Giuliano,Ä°stanbul BaÅakÅehir FK,CAM,78,78.10008704557401
A. Parmak,Trabzonspor,CM,73,73.04374203858691
Adrien Silva,U.C. Sampdoria,CM,76,76.24281090573727
L. Insigne,Napoli,LW,86,85.90015156151237
L. De Silvestri,Bologna,RB,76,76.35092442467533
S. Larsson,AIK,CM,72,71.89991785594083
M. Wolf,Borussia Dortmund,RW,75,75.60229198477643
A. Fukumori,Hokkaido Consadole Sapporo,CDM,73,73.10019190870906
MÃ¡rio Rui,Napoli,LB,78,77.89979720937416
Dani RodrÃ­guez,RCD Mallorca,CAM,75,75.45870366656575
21Â C. Fuchs,Leicester City,CB,74,73.9000585355462
J. Sosa,FenerbahÃ§e SK,CM,76,76.09582742037011
Pablo Sarabia,Sporting CP,CAM,80,80.26479502568628
Bruno Peres,Trabzonspor,RB,76,76.32589761682345
E. Skhiri,1. FC KÃ¶ln,CDM,77,76.56249623211903
Pedri,FC Barcelona,CAM,81,80.53669045830311
21Â Douglas Costa,FC Bayern MÃ¼nchen,LW,80,80.10031304023431
D. PrÃ¶pper,PSV,CM,75,74.72244658876158
21Â P. HernÃ¡ndez,Club AtlÃ©tico Independiente,CM,73,72.88862998801658
R. Marin,Cagliari,CAM,74,74.39488968768697
N. Mazraoui,Ajax,RB,80,80.10003369355704
J. Hendrick,Newcastle United,CM,74,73.61771598464424
Pedro Santos,Columbus Crew,LW,75,75.0933908434627
19Â Hernanes,Hebei FC,CM,78,77.89248727064255
M. CaktaÅ¡,Damac FC,CAM,75,74.58334510138818
J. Grealish,Manchester City,CAM,84,83.72414406059606
17Â F. Lampard,New York City FC,CM,78,77.94771153182162
T. Leibold,Hamburger SV,LB,74,74.10032555617946
Thiago Silva,Chelsea,CB,85,84.90006032573909
20Â I. Popov,AC Milan,CAM,75,74.56128735844409
Castro,SC Braga,CM,73,73.19940557692281
E. Capoue,Villarreal CF,CM,78,77.89985437208723
D. LiÃ©nard,RC Strasbourg Alsace,CM,74,74.2815141542467
21Â N. Moro,Dinamo Zagreb,CM,74,74.10005124935223
21Â L. Gil,Al Ittihad,CM,73,72.93579016314727
F. Neuhaus,Borussia MÃ¶nchengladbach,CM,82,81.85690084952299
F. Fabra,Boca Juniors,LB,78,77.90001764026302
J. Hofmann,Borussia MÃ¶nchengladbach,RW,79,78.90324838713444
M. Diemers,Feyenoord,CM,73,72.79688465755827
B. BariÅ¡iÄ,Rangers FC,LB,75,74.89985533338908
Kenedy,Chelsea,LW,78,76.97433470503782
D. Kreilach,Real Salt Lake,CF,74,73.90000675748904
19Â Douglas Santos,Hamburger SV,LWB,77,76.38077661845064
S. Umtiti,FC Barcelona,CB,80,79.35668728025428
Igor Coronado,Al Ittihad,RW,76,76.16850205488801
G. Montiel,Sevilla FC,RWB,78,78.32992298668404
A. Maher,FC Utrecht,CM,75,74.6819647251037
I. SangarÃ©,PSV,CB,77,76.1359703221217
21Â E. Badu,Hellas Verona,RW,69,69.45054694526289
Pozuelo,Toronto FC,CAM,80,79.97371409834922
A. CicÃ¢ldÄu,Galatasaray SK,CM,73,72.52827527675551
M. Rits,Club Brugge KV,CDM,76,75.5216195920229
21Â M. Isla,AC Milan,RB,76,76.34438068050113
H. TraorÃ©,Stade Rennais FC,RB,79,79.39805950810792
E. Palacios,Bayer 04 Leverkusen,CM,77,76.08214473920393
Y. Gerhardt,VfL Wolfsburg,CM,77,76.8998500859224
J. Schlupp,Crystal Palace,LW,75,74.89269191334344
18Â S. Eto'o,Ä°ttifak Holding Konyaspor,CF,81,80.94174676285405
M. Doherty,Tottenham Hotspur,RB,78,78.06395767541466
S. Lainer,Borussia MÃ¶nchengladbach,RB,80,79.3452622725107
B. CufrÃ©,MÃ¡laga CF,LWB,74,75.07823770110323
C. Hourihane,Sheffield United,CM,74,73.82932361778903
11Â Guti,BeÅiktaÅ JK,CAM,81,82.38770834967657
V. Odjidja-Ofoe,KAA Gent,CM,75,75.05114397900816
J. Hector,1. FC KÃ¶ln,CDM,78,77.921786463426
20Â Granero,RCD Espanyol de Barcelona,CM,79,78.6769231168222
MoisÃ©s,Shandong Taishan,CDM,73,73.1000631829681
Ãder MilitÃ£o,Real Madrid CF,CB,82,83.59755985956052
Fran MÃ©rida,RCD Espanyol de Barcelona,CDM,74,73.91534729582764
Ricardo Horta,SC Braga,CAM,79,78.92248659525796
20Â E. BelÃ¶zoÄlu,FenerbahÃ§e SK,CM,77,76.8998338369965
Emerson,Olympique Lyonnais,LB,78,77.89989183812197
JoÃ£o Paulo,Seattle Sounders FC,CM,75,75.266259453386
A. Gignac,Tigres U.A.N.L.,CF,81,80.89957572501486
21Â J. Holebas,Olympiacos CFP,LB,74,73.8247381578728
S. Bergwijn,Tottenham Hotspur,CAM,80,80.10024451661495
Granell,Club BolÃ­var,CM,72,72.10006458775268
M. Saracchi,RB Leipzig,LW,74,74.29350905732221
M. GrujiÄ,FC Porto,CM,75,77.08272273034657
M. SÃ¡Äek,AC Sparta Praha,RWB,73,73.1746736808535
M. Fellaini,Shandong Taishan,CB,75,74.9001877811322
CÃ©dric,Arsenal,RB,76,75.80372032456972
C. HÃ¸jer,AC Sparta Praha,LW,72,72.40551198412732
D. Praet,Torino F.C.,CM,78,77.48581928975193
Ronaldo Esler,Fortaleza,LB,79,77.19675403271336
NÃ©lson Semedo,Wolverhampton Wanderers,RWB,80,80.10020858862573
J. Brandt,Borussia Dortmund,CAM,81,81.10012991351539
C. Biraghi,Fiorentina,LWB,76,75.7159893647181
D. Dumfries,Inter,RB,82,81.89998319914369
O. Wijndal,AZ Alkmaar,LWB,79,79.09981216868576
B. Cristante,Roma,CM,78,79.44735511150743
21Â G. Castro,VfB Stuttgart,CAM,75,74.8998350936383
O. Akhmedov,Shijiazhuang Ever Bright F.C.,CM,73,73.00902335867664
F. Delph,Everton,CDM,75,74.89975351031148
17Â Tiago,AtlÃ©tico de Madrid,CM,81,80.8999467448932
18Â J. Jones,LA Galaxy,CDM,73,73.07416456232167
Sequeira,SC Braga,LB,78,78.10024088947888
Alberto Moreno,Villarreal CF,LB,76,76.10035791678665
D. Olaru,FCSB (Steaua),RW,70,71.4163333270153
L. Masopust,SK Slavia Praha,RW,76,76.09684894939025
J. Aribo,Rangers FC,CAM,73,73.64311700352674
L. IvanuÅ¡ec,Dinamo Zagreb,CAM,75,75.19214020963935
Pedrinho,Gil Vicente FC,CAM,72,71.93442793318997
H. Boudaoui,OGC Nice,CAM,75,74.86503635980931
J. RodrÃ­guez,Cruz Azul,CF,80,79.57580954791315
Dani Ceballos,Real Madrid CF,CM,77,76.95270279680973
A. Gouiri,OGC Nice,CAM,78,78.78603198497949
A. BarillÃ ,AC Monza,CM,71,71.41162315230522
B. Verstraete,Royal Antwerp FC,CM,72,72.71838725734447
Evander,FC Midtjylland,CAM,74,74.61506101333588
H. Lozano,Napoli,RW,81,80.98329770607995
F. Dimarco,Inter,LWB,76,75.46459322651458
AndrÃ© Almeida,SL Benfica,CB,77,77.16265686168731
G. Escalante,Lazio,CDM,77,76.73993932018514
S. Klaiber,Ajax,RB,74,73.19973733892795
20Â S. Naismith,Heart of Midlothian,CF,72,71.97119787586823
Sergio Busquets,FC Barcelona,CDM,86,82.98824523128934
J. Clauss,Racing Club de Lens,RWB,77,77.16794744218826
13Â D. Beckham,AC Milan,CM,78,77.38488674873442
J. Bamba,LOSC Lille,RW,80,80.03268502505807
15Â Jonathan,Inter,RW,73,73.6421498807466
17Â S. Mauri,Brescia,CF,73,73.05361251319331
L. KrejÄÃ­,AC Sparta Praha,LW,73,73.0998909549277
21Â Adriano,KAS Eupen,LB,74,73.89976934038724
T. Werner,Chelsea,CF,84,84.62867922858713
L. Castro,Adana Demirspor,CM,74,74.10010066831055
21Â S. Defour,KV Mechelen,CM,74,74.06877684829969
F. SchÃ¤r,Newcastle United,CB,76,76.35072983491214
L. Bailey,Aston Villa,LW,82,82.10014842814363
19Â F. Tabanou,En Avant de Guingamp,CM,70,70.10016870705876
L. Faravelli,Independiente del Valle,CM,73,72.45141225312514
B. AlemÃ¡n,Gimnasia y Esgrima La Plata,CAM,72,72.15246631949849
N. DomÃ­nguez,Bologna,CM,75,75.09976160377623
Nacho Monreal,Real Sociedad,LB,80,80.10019523874492
L. Vangioni,Club Libertad,LB,75,74.89965283677678
A. Mowatt,West Bromwich Albion,CM,73,72.90011825308397
Claudiano Sobrino,Palmeiras,CDM,74,72.96331813908675
L. Augustinsson,Sevilla FC,LB,76,75.69818187039458
R. Alessandrini,Qingdao FC,CF,75,75.35571629393773
A. Castro,Club AtlÃ©tico ColÃ³n,CAM,73,72.81493717971881
B. Romero,River Plate,CF,77,77.09980246822855
H. Kamara,OGC Nice,LB,77,76.81493394444529
Luis Alberto,Lazio,CAM,84,83.24651566157618
P. Bucha,FC Viktoria PlzeÅ,CAM,74,75.06347032989817
A. Bakasetas,Trabzonspor,CAM,76,76.22131311102821
B. Heynen,KRC Genk,CM,75,75.2445886598524
Denis SuÃ¡rez,RC Celta de Vigo,CAM,78,78.7813817970821
Nuno Mendes,Paris Saint-Germain,LWB,78,77.04073406031179
M. Kruse,1. FC Union Berlin,CF,81,81.10021264456567
M. Normann,Norwich City,CDM,76,76.61247171063306
J. Weigl,SL Benfica,CDM,79,79.09968653381415
21Â BeÃ±at,Macarthur FC,CM,77,76.95029818454414
Daniel BraganÃ§a,Sporting CP,CAM,75,75.87394970826084
C. Eriksen,Inter,CM,82,82.10031646574977
T. Mangani,Angers SCO,CM,74,74.55043494164453
Edercinho Sepa,GrÃªmio,CDM,74,71.83247170687115
20Â D. Aogo,Hannover 96,CDM,73,73.10027528905401
L. Bacuna,Cardiff City,RW,68,67.61295067380146
CÃ³rdoba,Go Ahead Eagles,LW,75,75.7688770765138
J. Russell,Sporting Kansas City,RW,75,75.0072706270847
Rodrigo,PAOK,RB,73,72.54013494730303
M. Albrighton,Leicester City,RW,76,75.81052786993429
Kim Bo Kyung,Jeonbuk Hyundai Motors,CAM,72,72.30998185424961
N. Gavory,Standard de LiÃ¨ge,LB,73,73.08278526985555
L. HernÃ¡ndez,FC Bayern MÃ¼nchen,CB,83,83.03316452829198
Mario Hermoso,AtlÃ©tico de Madrid,CB,82,82.06170591951846
J. Gallardo,CF Monterrey ,LW,75,75.1003304372994
J. Sancho,Manchester United,CAM,87,84.12960968912265
E. Ãvila,CA Osasuna,CF,79,78.15289793802096
R. Jack,Rangers FC,CDM,75,74.99011875000382
T. Fountas,SK Rapid Wien,CF,73,73.68709537198221
C. Vela,Los Angeles FC,RW,83,83.09987323975832
Zeca,F.C. KÃ¸benhavn,CDM,76,75.92693202754448
T. Stepanenko,Shakhtar Donetsk,CDM,79,79.16147144028938
